"Area_Name","Area_Code","Area_Type","Sex","Age_group","Age_band_type","Year","Population","Data_type"
"Chichester","E07000225","District","Male","90+ years","5 years","2018",598,"Projected - ONS"
"Crawley","E07000226","District","Female","0-4 years","5 years","2018",3822,"Projected - ONS"
"Crawley","E07000226","District","Female","10-14 years","5 years","2018",3419,"Projected - ONS"
"Crawley","E07000226","District","Female","15-19 years","5 years","2018",2819,"Projected - ONS"
"Crawley","E07000226","District","Female","20-24 years","5 years","2018",2793,"Projected - ONS"
"Crawley","E07000226","District","Female","25-29 years","5 years","2018",4184,"Projected - ONS"
"Crawley","E07000226","District","Female","30-34 years","5 years","2018",4679,"Projected - ONS"
"Crawley","E07000226","District","Female","35-39 years","5 years","2018",4796,"Projected - ONS"
"Crawley","E07000226","District","Female","40-44 years","5 years","2018",3913,"Projected - ONS"
"Crawley","E07000226","District","Female","45-49 years","5 years","2018",3813,"Projected - ONS"
"Crawley","E07000226","District","Female","5-9 years","5 years","2018",3913,"Projected - ONS"
"Crawley","E07000226","District","Female","50-54 years","5 years","2018",3734,"Projected - ONS"
"Crawley","E07000226","District","Female","55-59 years","5 years","2018",3334,"Projected - ONS"
"Crawley","E07000226","District","Female","60-64 years","5 years","2018",2828,"Projected - ONS"
"Crawley","E07000226","District","Female","65-69 years","5 years","2018",2285,"Projected - ONS"
"Crawley","E07000226","District","Female","70-74 years","5 years","2018",1988,"Projected - ONS"
"Crawley","E07000226","District","Female","75-79 years","5 years","2018",1321,"Projected - ONS"
"Crawley","E07000226","District","Female","80-84 years","5 years","2018",1185,"Projected - ONS"
"Crawley","E07000226","District","Female","85-89 years","5 years","2018",1005,"Projected - ONS"
"Crawley","E07000226","District","Female","90+ years","5 years","2018",537,"Projected - ONS"
"Crawley","E07000226","District","Male","0-4 years","5 years","2018",4212,"Projected - ONS"
"Crawley","E07000226","District","Male","10-14 years","5 years","2018",3706,"Projected - ONS"
"Crawley","E07000226","District","Male","15-19 years","5 years","2018",3156,"Projected - ONS"
"Crawley","E07000226","District","Male","20-24 years","5 years","2018",3130,"Projected - ONS"
"Crawley","E07000226","District","Male","25-29 years","5 years","2018",3789,"Projected - ONS"
"Crawley","E07000226","District","Male","30-34 years","5 years","2018",4461,"Projected - ONS"
"Crawley","E07000226","District","Male","35-39 years","5 years","2018",4967,"Projected - ONS"
"Crawley","E07000226","District","Male","40-44 years","5 years","2018",4119,"Projected - ONS"
"Crawley","E07000226","District","Male","45-49 years","5 years","2018",4053,"Projected - ONS"
"Crawley","E07000226","District","Male","5-9 years","5 years","2018",4381,"Projected - ONS"
"Crawley","E07000226","District","Male","50-54 years","5 years","2018",3791,"Projected - ONS"
"Crawley","E07000226","District","Male","55-59 years","5 years","2018",3381,"Projected - ONS"
"Crawley","E07000226","District","Male","60-64 years","5 years","2018",2753,"Projected - ONS"
"Crawley","E07000226","District","Male","65-69 years","5 years","2018",2116,"Projected - ONS"
"Crawley","E07000226","District","Male","70-74 years","5 years","2018",1794,"Projected - ONS"
"Crawley","E07000226","District","Male","75-79 years","5 years","2018",1138,"Projected - ONS"
"Crawley","E07000226","District","Male","80-84 years","5 years","2018",835,"Projected - ONS"
"Crawley","E07000226","District","Male","85-89 years","5 years","2018",541,"Projected - ONS"
"Crawley","E07000226","District","Male","90+ years","5 years","2018",290,"Projected - ONS"
"Horsham","E07000227","District","Female","0-4 years","5 years","2018",3466,"Projected - ONS"
"Horsham","E07000227","District","Female","10-14 years","5 years","2018",4259,"Projected - ONS"
"Horsham","E07000227","District","Female","15-19 years","5 years","2018",3622,"Projected - ONS"
"Horsham","E07000227","District","Female","20-24 years","5 years","2018",2767,"Projected - ONS"
"Horsham","E07000227","District","Female","25-29 years","5 years","2018",3319,"Projected - ONS"
"Horsham","E07000227","District","Female","30-34 years","5 years","2018",3589,"Projected - ONS"
"Horsham","E07000227","District","Female","35-39 years","5 years","2018",4303,"Projected - ONS"
"Horsham","E07000227","District","Female","40-44 years","5 years","2018",4446,"Projected - ONS"
"Horsham","E07000227","District","Female","45-49 years","5 years","2018",5277,"Projected - ONS"
"Horsham","E07000227","District","Female","5-9 years","5 years","2018",4017,"Projected - ONS"
"Horsham","E07000227","District","Female","50-54 years","5 years","2018",5898,"Projected - ONS"
"Horsham","E07000227","District","Female","55-59 years","5 years","2018",5338,"Projected - ONS"
"Horsham","E07000227","District","Female","60-64 years","5 years","2018",4548,"Projected - ONS"
"Horsham","E07000227","District","Female","65-69 years","5 years","2018",4311,"Projected - ONS"
"Horsham","E07000227","District","Female","70-74 years","5 years","2018",4421,"Projected - ONS"
"Horsham","E07000227","District","Female","75-79 years","5 years","2018",3163,"Projected - ONS"
"Horsham","E07000227","District","Female","80-84 years","5 years","2018",2532,"Projected - ONS"
"Horsham","E07000227","District","Female","85-89 years","5 years","2018",1727,"Projected - ONS"
"Horsham","E07000227","District","Female","90+ years","5 years","2018",1143,"Projected - ONS"
"Horsham","E07000227","District","Male","0-4 years","5 years","2018",3655,"Projected - ONS"
"Horsham","E07000227","District","Male","10-14 years","5 years","2018",4389,"Projected - ONS"
"Horsham","E07000227","District","Male","15-19 years","5 years","2018",3958,"Projected - ONS"
"Horsham","E07000227","District","Male","20-24 years","5 years","2018",3023,"Projected - ONS"
"Horsham","E07000227","District","Male","25-29 years","5 years","2018",3394,"Projected - ONS"
"Horsham","E07000227","District","Male","30-34 years","5 years","2018",3300,"Projected - ONS"
"Horsham","E07000227","District","Male","35-39 years","5 years","2018",3803,"Projected - ONS"
"Horsham","E07000227","District","Male","40-44 years","5 years","2018",4024,"Projected - ONS"
"Horsham","E07000227","District","Male","45-49 years","5 years","2018",4944,"Projected - ONS"
"Horsham","E07000227","District","Male","5-9 years","5 years","2018",4331,"Projected - ONS"
"Horsham","E07000227","District","Male","50-54 years","5 years","2018",5543,"Projected - ONS"
"Horsham","E07000227","District","Male","55-59 years","5 years","2018",5216,"Projected - ONS"
"Horsham","E07000227","District","Male","60-64 years","5 years","2018",4282,"Projected - ONS"
"Horsham","E07000227","District","Male","65-69 years","5 years","2018",4108,"Projected - ONS"
"Horsham","E07000227","District","Male","70-74 years","5 years","2018",4035,"Projected - ONS"
"Horsham","E07000227","District","Male","75-79 years","5 years","2018",2744,"Projected - ONS"
"Horsham","E07000227","District","Male","80-84 years","5 years","2018",2005,"Projected - ONS"
"Horsham","E07000227","District","Male","85-89 years","5 years","2018",1187,"Projected - ONS"
"Horsham","E07000227","District","Male","90+ years","5 years","2018",541,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","0-4 years","5 years","2018",4278,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","10-14 years","5 years","2018",4538,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","15-19 years","5 years","2018",3733,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","20-24 years","5 years","2018",2893,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","25-29 years","5 years","2018",3681,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","30-34 years","5 years","2018",4399,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","35-39 years","5 years","2018",5416,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","40-44 years","5 years","2018",5253,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","45-49 years","5 years","2018",5831,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","5-9 years","5 years","2018",4783,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","50-54 years","5 years","2018",5752,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","55-59 years","5 years","2018",5087,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","60-64 years","5 years","2018",4373,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","65-69 years","5 years","2018",4129,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","70-74 years","5 years","2018",4454,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","75-79 years","5 years","2018",2923,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","80-84 years","5 years","2018",2347,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","85-89 years","5 years","2018",1770,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","90+ years","5 years","2018",1218,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","0-4 years","5 years","2018",4425,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","10-14 years","5 years","2018",4801,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","15-19 years","5 years","2018",4174,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","20-24 years","5 years","2018",3038,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","25-29 years","5 years","2018",3557,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","30-34 years","5 years","2018",4070,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","35-39 years","5 years","2018",4845,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","40-44 years","5 years","2018",4972,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","45-49 years","5 years","2018",5578,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","5-9 years","5 years","2018",4974,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","50-54 years","5 years","2018",5728,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","55-59 years","5 years","2018",4995,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","60-64 years","5 years","2018",4240,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","65-69 years","5 years","2018",3843,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","70-74 years","5 years","2018",3893,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","75-79 years","5 years","2018",2434,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","80-84 years","5 years","2018",1844,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","85-89 years","5 years","2018",1223,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","90+ years","5 years","2018",585,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","0-4 years","5 years","2018",12496,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","10-14 years","5 years","2018",12883,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","15-19 years","5 years","2018",11981,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","20-24 years","5 years","2018",11330,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","25-29 years","5 years","2018",12076,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","30-34 years","5 years","2018",12993,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","35-39 years","5 years","2018",14744,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","40-44 years","5 years","2018",14993,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","45-49 years","5 years","2018",17736,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","5-9 years","5 years","2018",13708,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","50-54 years","5 years","2018",19377,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","55-59 years","5 years","2018",18422,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","60-64 years","5 years","2018",17033,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","65-69 years","5 years","2018",17678,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","70-74 years","5 years","2018",18884,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","75-79 years","5 years","2018",13549,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","80-84 years","5 years","2018",10822,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","85-89 years","5 years","2018",7615,"Projected - ONS"
